DATE;EASY;EASY_TREND;EASY_SEASON;EASY_RESID
2004-03-31;42289.4621246769;41151.88619421312;4612.963837264147;-3475.3879068003635
2004-04-30;53903.4563889121;41371.284585005415;11844.419773535445;687.752030371239
2004-05-31;49197.783771639;41690.946303581324;11398.824799859221;-3891.987331801547
2004-06-30;44394.0165854785;42049.448974465864;5007.360501928934;-2662.7928909162974
2004-07-31;44142.5223615409;42327.78734615005;2096.202588395118;-281.4675730042695
2004-08-31;36298.9828591045;42673.70301575182;-3941.3379815331627;-2433.382175114153
2004-09-30;41490.1474835264;42920.59711245574;563.472084620686;-1993.9217135500244
2004-10-31;39408.9815757643;43059.23624454225;-7550.869024733522;3900.614355955575
2004-11-30;36067.9699657847;43111.07238826304;-11049.601229131407;4006.4988066530677
2004-12-31;40236.0912348489;43189.38477713635;-7437.331748791852;4484.038206504401
2005-01-31;42944.3835752798;43189.285876225265;-3847.3003699202427;3602.398068974774
2005-02-28;44138.2571424426;43191.70493685583;-1696.8032314933646;2643.355437080134
2005-03-31;43359.6826856176;43510.6387315415;4612.963837264147;-4763.919883188047
2005-04-30;56160.5749980477;43623.888724357836;11844.419773535445;692.2665001544174
2005-05-31;48184.7326118023;43706.97445362811;11398.824799859221;-6921.066641685031
2005-06-30;47286.5650782747;43930.39890401557;5007.360501928934;-1651.194327669803
2005-07-31;41247.6002468786;44109.511047084816;2096.202588395118;-4958.11338860133
2005-08-31;39251.9624289003;44234.13574167616;-3941.3379815331627;-1040.8353312427007
2005-09-30;46191.5789861866;44534.955106209396;563.472084620686;1093.1517953565176
2005-10-31;37425.5499006962;44906.03271280323;-7550.869024733522;70.3862126264903
2005-11-30;40045.4591433393;45218.62525054111;-11049.601229131407;5876.435121929597
2005-12-31;41620.7888665935;45693.678041660576;-7437.331748791852;3364.4425737247784
2006-01-31;45858.3773771969;46051.94258815881;-3847.3003699202427;3653.7351589583313
2006-02-28;44215.2560107179;46257.27107363453;-1696.8032314933646;-345.2118314232664
2006-03-31;50502.34856614;46486.75835720773;4612.963837264147;-597.3736283318767
2006-04-30;57923.7716757773;46735.77624816228;11844.419773535445;-656.4243459204208
2006-05-31;53923.7568397819;46674.3936907273;11398.824799859221;-4149.461650804626
2006-06-30;52948.8078371623;46389.03490577446;5007.360501928934;1552.4124294589028
2006-07-31;44183.7066039485;46095.18839547939;2096.202588395118;-4007.6843799260064
2006-08-31;41243.7397232476;45967.90098738135;-3941.3379815331627;-782.823282600586
2006-09-30;49707.4964975962;46061.13377185709;563.472084620686;3082.8906411184266
2006-10-31;39886.0617721957;46249.49606959995;-7550.869024733522;1187.434727329277
2006-11-30;36111.7658934004;46371.190774256174;-11049.601229131407;790.1763482756323
2006-12-31;38705.8712776642;46113.6770575744;-7437.331748791852;29.525968881649533
2007-01-31;41720.9787190444;46160.698737840634;-3847.3003699202427;-592.4196488759944
2007-02-28;45297.7568745175;46497.1272862715;-1696.8032314933646;497.43281973936814
2007-03-31;51657.4345297582;46367.32127095969;4612.963837264147;677.1494215343582
2007-04-30;61289.3808579876;46256.125263028545;11844.419773535445;3188.8358214236086
2007-05-31;53478.8205693211;46597.16281991567;11398.824799859221;-4517.167050453792
2007-06-30;47213.4149072607;47050.211380758585;5007.360501928934;-4844.156975426816
2007-07-31;51047.6198602396;47455.46141085602;2096.202588395118;1495.9558609884657
2007-08-31;42454.1116292971;47770.681861145684;-3941.3379815331627;-1375.2322503154228
2007-09-30;45381.7802240634;48086.41568777977;563.472084620686;-3268.107548337061
2007-10-31;41543.0738553809;48490.976437600984;-7550.869024733522;602.966442513436
2007-11-30;42639.6551755062;48740.31544048281;-11049.601229131407;4948.940964154801
2007-12-31;43051.1474557885;48958.74440402254;-7437.331748791852;1529.734800557815
2008-01-31;47101.7032632585;49178.103005335186;-3847.3003699202427;1770.90062784356
2008-02-29;47482.3231372553;49293.235071488314;-1696.8032314933646;-114.10870273965133
2008-03-31;57050.4801062385;49433.39125250706;4612.963837264147;3004.125016467292
2008-04-30;65605.7932772165;49629.0544307816;11844.419773535445;4132.319072899447
2008-05-31;55146.5442192559;49791.34044660857;11398.824799859221;-6043.621027211893
2008-06-30;50787.9863822795;50070.261197076856;5007.360501928934;-4289.635316726289
2008-07-31;52737.6548167243;50199.89277126547;2096.202588395118;441.5594570637145
2008-08-31;43527.2462604875;50323.37644534421;-3941.3379815331627;-2854.7922033235463
2008-09-30;47672.3939373228;50603.08622039185;563.472084620686;-3494.164367689739
2008-10-31;43948.3764207106;50691.05957737951;-7550.869024733522;808.1858680646146
2008-11-30;44129.2169900237;51184.746570507574;-11049.601229131407;3994.071648647532
2008-12-31;48255.6836525099;51998.424173771156;-7437.331748791852;3694.5912275305946
2009-01-31;45008.3248470638;52581.76001887454;-3847.3003699202427;-3726.1348018905
2009-02-28;52539.3097313399;52927.08054045244;-1696.8032314933646;1309.0324223808186
2009-03-31;58706.5281132972;53104.12058710495;4612.963837264147;989.4436889281014
2009-04-30;66061.1058378615;53109.46643521906;11844.419773535445;1107.219629106994
2009-05-31;66539.7194936846;53007.538289473094;11398.824799859221;2133.356404352291
2009-06-30;58923.0735861767;52871.31869792788;5007.360501928934;1044.3943863198847
2009-07-31;58602.6278953083;53023.48275127436;2096.202588395118;3482.9425556388264
2009-08-31;45949.9656997732;53103.341126532156;-3941.3379815331627;-3212.037445225791
2009-09-30;49498.6356176974;52690.85932169683;563.472084620686;-3755.695788620115
2009-10-31;42250.4350950745;52255.87371148649;-7550.869024733522;-2454.5695916784716
2009-11-30;43380.8828177565;52145.83512853468;-11049.601229131407;2284.6489183532285
2009-12-31;45734.7476276921;52107.58583904279;-7437.331748791852;1064.4935374411634
2010-01-31;51181.1981521969;51646.90206299091;-3847.3003699202427;3381.5964591262355
2010-02-28;48283.037432394;51679.48084026246;-1696.8032314933646;-1699.6401763750998
2010-03-31;53063.2370961954;52234.447058207676;4612.963837264147;-3784.173799276422
2010-04-30;61264.7422099153;52773.1363440901;11844.419773535445;-3352.813907710244
2010-05-31;68695.1571307872;53330.63656194799;11398.824799859221;3965.69576897998
2010-06-30;55849.6530012687;53529.230273364374;5007.360501928934;-2686.937774024608
2010-07-31;50619.6378549712;53527.73291527468;2096.202588395118;-5004.297648698597
2010-08-31;54714.8463946274;53656.846512848635;-3941.3379815331627;4999.337863311926
2010-09-30;54052.9441535285;54328.17948796916;563.472084620686;-838.7074190613444
2010-10-31;50624.6694204214;55311.78350144332;-7550.869024733522;2863.7549437115995
2010-11-30;48386.653720999;56008.516136869264;-11049.601229131407;3427.7388132611413
2010-12-31;45495.2257984428;56553.20060016468;-7437.331748791852;-3620.6430529300287
2011-01-31;51384.7833872938;57093.09055595295;-3847.3003699202427;-1861.0067987389075
2011-02-28;51178.178539072;57213.52831455637;-1696.8032314933646;-4338.546543991006
2011-03-31;66280.0873924098;57312.405296830635;4612.963837264147;4354.718258315016
2011-04-30;71654.3882370809;57565.5035926861;11844.419773535445;2244.464870859354
2011-05-31;75027.0943538443;57335.73826666283;11398.824799859221;6292.531287322241
2011-06-30;62590.1428973015;57362.97330480873;5007.360501928934;219.80909056383553
2011-07-31;56836.506897857;57587.96991260993;2096.202588395118;-2847.6656031480493
2011-08-31;51388.4835582238;57570.50014700321;-3941.3379815331627;-2240.6786072462437
2011-09-30;59752.3545645144;57460.90742439704;563.472084620686;1727.9750554966718
2011-10-31;50999.6181099664;57165.29863368168;-7550.869024733522;1385.1885010182414
2011-11-30;42497.3372068956;56638.870890764185;-11049.601229131407;-3091.932454737176
2011-12-31;52038.1832280477;56558.99091662197;-7437.331748791852;2916.524060217582
2012-01-31;50241.7445449179;56872.57679028102;-3847.3003699202427;-2783.5318754428763
2012-02-29;51901.9430068865;57190.058023372025;-1696.8032314933646;-3591.3117849921637
2012-03-31;62926.0975820472;57644.38582026053;4612.963837264147;668.7479245225213
2012-04-30;67913.7670702749;57815.20873566164;11844.419773535445;-1745.861438922182
2012-05-31;66133.4496906304;58070.17940790293;11398.824799859221;-3335.5545171317517
2012-06-30;69566.6681811024;58468.77426344999;5007.360501928934;6090.53341572348
2012-07-31;57386.0425818731;59126.731792045415;2096.202588395118;-3836.891798567431
2012-08-31;58458.4974683918;59795.42847566685;-3941.3379815331627;2604.4069742581105
2012-09-30;63586.2077796708;60197.55825907072;563.472084620686;2825.1774359793976
2012-10-31;51265.5148644365;60637.78365754096;-7550.869024733522;-1821.399768370935
2012-11-30;48350.7365862163;61254.699447117295;-11049.601229131407;-1854.3616317695887
2012-12-31;55751.0603818565;61391.548087191695;-7437.331748791852;1796.8440434566564
2013-01-31;62319.8480773993;61404.21538820192;-3847.3003699202427;4762.933059117623
2013-02-28;55872.5598813195;61901.37050684377;-1696.8032314933646;-4332.007394030903
2013-03-31;68606.5955093072;61878.55194360655;4612.963837264147;2115.079728436499
2013-04-30;72798.6787063005;61754.44071353994;11844.419773535445;-800.1817807748794
2013-05-31;76054.5170044371;62031.81560509867;11398.824799859221;2623.87659947921
2013-06-30;62929.9682290812;62020.17589136173;5007.360501928934;-4097.568164209467
2013-07-31;64326.7577581396;61474.133599446766;2096.202588395118;756.4215702977194
2013-08-31;63449.5051395298;61497.11677773278;-3941.3379815331627;5893.726343330183
2013-09-30;58047.5545908395;61744.30491638873;563.472084620686;-4260.222410169919
2013-10-31;53825.4985316691;61626.33701182758;-7550.869024733522;-249.9694554249545
2013-11-30;52447.7503163933;61396.74442905499;-11049.601229131407;2100.607116469717
2013-12-31;51374.6935219929;61338.2990938854;-7437.331748791852;-2526.273823100646
2014-01-31;53591.1999313036;61798.89891699086;-3847.3003699202427;-4360.398615767018
2014-02-28;65152.8043062796;61733.27267692656;-1696.8032314933646;5116.334860846406
2014-03-31;65258.8664120899;61647.040521635456;4612.963837264147;-1001.1379468097048
2014-04-30;73315.1780940502;62131.18010696074;11844.419773535445;-660.421786445977
2014-05-31;70027.7956301452;62295.54633035541;11398.824799859221;-3666.575500069428
2014-06-30;67554.0015593031;62443.80006550878;5007.360501928934;102.84099186538242
2014-07-31;70757.1201824486;63023.25820608648;2096.202588395118;5637.659387967007
2014-08-31;55444.1129536776;63417.36564942129;-3941.3379815331627;-4031.9147142105303
2014-09-30;63983.3750497052;63559.9340861459;563.472084620686;-140.03112106138224
2014-10-31;59509.0281206102;63677.408465051885;-7550.869024733522;3382.488680291837
2014-11-30;50709.0100889245;64320.199668724264;-11049.601229131407;-2561.5883506683567
2014-12-31;56671.5233931425;65130.997166807094;-7437.331748791852;-1022.1420248727391
2015-01-31;62201.3654340187;65192.7349052329;-3847.3003699202427;855.9308987060404
2015-02-28;66001.2174436;65483.89413686382;-1696.8032314933646;2214.1265382295514
2015-03-31;67832.0957561601;66278.0123992854;4612.963837264147;-3058.8804803894573
2015-04-30;73561.3338437237;66470.19273612853;11844.419773535445;-4753.278665940283
2015-05-31;85208.6287686088;66462.16357405948;11398.824799859221;7347.640394690103
2015-06-30;71832.3083748277;66761.94173559119;5007.360501928934;63.006137307577774
2015-07-31;67960.5190891432;66717.54083736573;2096.202588395118;-853.2243366176449
2015-08-31;65228.535606125;66803.1514470873;-3941.3379815331627;2366.722140570868
2015-09-30;73257.7906953758;67292.31192631656;563.472084620686;5402.006684438564
2015-10-31;54846.9405591746;67686.15431541295;-7550.869024733522;-5288.3447315048215
2015-11-30;55178.3977607029;67752.26734721957;-11049.601229131407;-1524.2683573852664
2015-12-31;59396.811598125;67591.87391937574;-7437.331748791852;-757.7305724588823
2016-01-31;58410.4556716254;67455.72417972049;-3847.3003699202427;-5197.968138174848
2016-02-29;71846.7818393104;67671.00846416791;-1696.8032314933646;5872.5766066358465
2016-03-31;73726.3828619522;68142.4210945467;4612.963837264147;970.9979301413432
2016-04-30;77119.2640762452;68662.02343296041;11844.419773535445;-3387.1791302506517
2016-05-31;83237.4112994463;68884.81503821042;11398.824799859221;2953.771461376664
2016-06-30;69954.0835757377;69137.37117672566;5007.360501928934;-4190.648102916889
2016-07-31;66571.1501365077;70044.30243198069;2096.202588395118;-5569.354883868105
2016-08-31;71784.7273854986;70298.42136830637;-3941.3379815331627;5427.643998725389
2016-09-30;78015.5020450933;70331.11243089315;563.472084620686;7120.917529579461
2016-10-31;62559.6853313858;70972.73832757387;-7550.869024733522;-862.1839714545458
2016-11-30;52812.6515144919;71816.57941986246;-11049.601229131407;-7954.326676239154
2016-12-31;67823.9051687021;72860.80529711215;-7437.331748791852;2400.4316203818
2017-01-31;71749.7122271688;73931.62871239828;-3847.3003699202427;1665.3838846907647
2017-02-28;64606.3797555835;74181.6696265385;-1696.8032314933646;-7878.486639461635
2017-03-31;81751.3704477618;73845.9439620265;4612.963837264147;3292.4626484711507
2017-04-30;84493.2980107725;73739.2645197857;11844.419773535445;-1090.3862825486485
2017-05-31;96115.5635798456;73751.03535130872;11398.824799859221;10965.703428677667
2017-06-30;82137.3523493307;73605.19566279564;5007.360501928934;3524.796184606127
2017-07-31;80087.6433297817;73452.36442736111;2096.202588395118;4539.076314025468
2017-08-31;64269.2161315901;74077.98597901293;-3941.3379815331627;-5867.431865889661
2017-09-30;77473.5973507137;74601.93919179776;563.472084620686;2308.1860742952463
2017-10-31;60541.2834119864;74679.40457934284;-7550.869024733522;-6587.252142622918
2017-11-30;55113.5533904436;74531.54032330358;-11049.601229131407;-8368.385703728567
2017-12-31;62022.8507684366;74496.42933119947;-7437.331748791852;-5036.24681397102
2018-01-31;73882.8169770057;74652.37403429503;-3847.3003699202427;3077.743312630909
2018-02-28;77488.1922453902;74804.20045602355;-1696.8032314933646;4380.795020860007
2018-03-31;81444.4350647911;74952.08010099172;4612.963837264147;1879.391126535239
2018-04-30;86659.4026948247;75332.20166659572;11844.419773535445;-517.2187453064598
2018-05-31;90400.7167508515;75945.76957237383;11398.824799859221;3056.1223786184473
2018-06-30;87009.5353678261;76400.31996775621;5007.360501928934;5601.854898140959
2018-07-31;78958.13318558;76492.52672729763;2096.202588395118;369.4038698872423
2018-08-31;69042.5603972759;76257.71326993039;-3941.3379815331627;-3273.81489112133
2018-09-30;76249.3645642641;76249.1249919961;563.472084620686;-563.2325123526775
2018-10-31;70888.4337729321;76996.30171115726;-7550.869024733522;1443.001086508364
2018-11-30;59492.0327681726;77889.21349357255;-11049.601229131407;-7347.579496268543
2018-12-31;68553.5808798845;78172.88855522676;-7437.331748791852;-2181.9759265504126
2019-01-31;69565.0490945522;78586.03328905525;-3847.3003699202427;-5173.683824582807
2019-02-28;76170.4371510295;79298.05141405773;-1696.8032314933646;-1430.811031534862
2019-03-31;82556.0714887292;79982.2434462385;4612.963837264147;-2039.1357947734477
2019-04-30;103480.007530754;79910.11784996769;11844.419773535445;11725.469907250861
2019-05-31;95009.9946928894;79643.83058815033;11398.824799859221;3967.3393048798516
2019-06-30;89208.4589054892;79579.77802554281;5007.360501928934;4621.320378017456
2019-07-31;86674.6832598008;79573.88846882581;2096.202588395118;5004.592202579875
2019-08-31;78414.4453231147;79839.79726809537;-3941.3379815331627;2515.9860365525
2019-09-30;83298.0884107638;79975.0052332168;563.472084620686;2759.6110929263136
2019-10-31;62108.6956159328;80371.61486663455;-7550.869024733522;-10712.050225968236
2019-11-30;61880.8766415553;80637.52366590414;-11049.601229131407;-7707.0457952174365
2019-12-31;64627.4755039213;80903.43246517373;-7437.331748791852;-8838.625212460576
2020-01-31;73349.8051093071;81169.34126444331;-3847.3003699202427;-3972.235785215972
2020-02-29;78767.492318744;81435.2500637129;-1696.8032314933646;-970.9545134755333
2020-03-31;83204.0074839292;81701.15886298248;4612.963837264147;-3110.115216317424
